COMMUNE_CODE,COMMUNE_NOM,NATIONALITE_ISO3,NATIONALITE_NOM,NOMBRE_TOTAL
1101,Beaufort,ERI,érythrée,32
1101,Beaufort,ETH,éthiopienne,7
1101,Beaufort,AFG,afghane,16
1101,Beaufort,ALB,albanaise,7
1101,Beaufort,DZA,algérienne,6
1101,Beaufort,DEU,allemande,103
1101,Beaufort,USA,américaine,11
1101,Beaufort,AGO,angolaise,1
1101,Beaufort,XXA,apatride,2
1101,Beaufort,AUT,autrichienne,8
1101,Beaufort,BLR,bélarusse,1
1101,Beaufort,BEL,belge,57
1101,Beaufort,GNB,bissau-guinéenne,3
1101,Beaufort,BRA,brésilienne,1
1101,Beaufort,GBR,britannique,27
1101,Beaufort,BGR,bulgare,7
1101,Beaufort,CMR,camerounaise,5
1101,Beaufort,CAN,canadienne,1
1101,Beaufort,CPV,cap-verdienne,6
1101,Beaufort,CAF,centrafricaine,1
1101,Beaufort,CHN,chinoise,9
1101,Beaufort,COL,colombienne,1
1101,Beaufort,COD,congolaise (Rép. Dém),2
1101,Beaufort,HRV,croate,7
1101,Beaufort,ESP,espagnole,10
1101,Beaufort,EST,estonienne,3
1101,Beaufort,FRA,française,87
1101,Beaufort,GMB,gambienne,2
1101,Beaufort,GRC,grecque,11
1101,Beaufort,GIN,guinéenne,1
1101,Beaufort,HUN,hongroise,9
1101,Beaufort,XXX,indéterminée,7
1101,Beaufort,IND,indienne,1
1101,Beaufort,IDN,indonésienne,1
1101,Beaufort,IRQ,iraquienne,6
1101,Beaufort,IRL,irlandaise,10
1101,Beaufort,ISL,islandaise,1
1101,Beaufort,ITA,italienne,49
1101,Beaufort,CIV,ivoirienne,1
1101,Beaufort,XXK,kosovare,4
1101,Beaufort,LTU,lituanienne,4
1101,Beaufort,LUX,luxembourgeoise,1781
1101,Beaufort,MKD,macédonienne,4
1101,Beaufort,MYS,malaisienne,1
1101,Beaufort,MLT,maltaise,2
1101,Beaufort,MAR,marocaine,2
1101,Beaufort,MUS,mauricienne,4
1101,Beaufort,MNE,monténégrine,2
1101,Beaufort,NLD,néerlandaise,50
1101,Beaufort,NGA,nigériane,1
1101,Beaufort,NOR,norvégienne,3
1101,Beaufort,PER,péruvienne,1
1101,Beaufort,PHL,philippine,3
1101,Beaufort,POL,polonaise,27
1101,Beaufort,PRT,portugaise,936
1101,Beaufort,ROU,roumaine,23
1101,Beaufort,RUS,russe,8
1101,Beaufort,SEN,sénégalaise,2
1101,Beaufort,SRB,serbe,11
1101,Beaufort,SVK,slovaque,7
1101,Beaufort,SOM,somalienne,9
1101,Beaufort,SWE,suédoise,2
1101,Beaufort,KOR,sud-coréenne,1
1101,Beaufort,CHE,suisse,6
1101,Beaufort,SYR,syrienne,20
1101,Beaufort,CZE,tchèque,8
1101,Beaufort,THA,thailandaise,2
1101,Beaufort,TGO,togolaise,2
1101,Beaufort,TUN,tunisienne,4
1101,Beaufort,TUR,turque,1
1101,Beaufort,UKR,ukrainienne,12
1101,Beaufort,BIH,Bosnie-Herzégovine,7
1102,Bech,AFG,afghane,6
1102,Bech,ALB,albanaise,1
1102,Bech,DZA,algérienne,2
1102,Bech,DEU,allemande,44
1102,Bech,USA,américaine,6
1102,Bech,ARG,argentine,1
1102,Bech,AUS,australienne,1
1102,Bech,AUT,autrichienne,7
1102,Bech,BLR,bélarusse,2
1102,Bech,BEL,belge,41
1102,Bech,BRA,brésilienne,5
1102,Bech,GBR,britannique,36
1102,Bech,BGR,bulgare,1
1102,Bech,CHL,chilienne,1
1102,Bech,DNK,danoise,13
1102,Bech,ESP,espagnole,6
1102,Bech,FRA,française,78
1102,Bech,GRC,grecque,5
1102,Bech,IND,indienne,2
1102,Bech,IRN,iranienne,1
1102,Bech,IRL,irlandaise,5
1102,Bech,ITA,italienne,37
1102,Bech,JPN,japonaise,1
1102,Bech,XXK,kosovare,1
1102,Bech,LBN,libanaise,3
1102,Bech,LTU,lituanienne,2
1102,Bech,LUX,luxembourgeoise,998
1102,Bech,MKD,macédonienne,2
1102,Bech,MLT,maltaise,3
1102,Bech,MAR,marocaine,7
1102,Bech,MNE,monténégrine,10
1102,Bech,NLD,néerlandaise,15
1102,Bech,NOR,norvégienne,2
1102,Bech,POL,polonaise,16
1102,Bech,PRT,portugaise,106
1102,Bech,ROU,roumaine,8
1102,Bech,SRB,serbe,4
1102,Bech,CHE,suisse,3
1102,Bech,SYR,syrienne,4
1102,Bech,THA,thailandaise,1
1102,Bech,TUN,tunisienne,1
1102,Bech,TUR,turque,2
1102,Bech,UKR,ukrainienne,16
1102,Bech,BIH,Bosnie-Herzégovine,4
802,Beckerich,ERI,érythrée,16
802,Beckerich,ETH,éthiopienne,1
802,Beckerich,AFG,afghane,1
802,Beckerich,ALB,albanaise,1
802,Beckerich,DZA,algérienne,2
802,Beckerich,DEU,allemande,46
802,Beckerich,AUS,australienne,1
802,Beckerich,AUT,autrichienne,1
802,Beckerich,BLR,bélarusse,1
802,Beckerich,BEL,belge,336
802,Beckerich,BRA,brésilienne,2
802,Beckerich,GBR,britannique,17
802,Beckerich,BGR,bulgare,4
802,Beckerich,CMR,camerounaise,6
802,Beckerich,CPV,cap-verdienne,4
802,Beckerich,CHL,chilienne,2
802,Beckerich,CYP,chypriote,2
802,Beckerich,COL,colombienne,2
802,Beckerich,COG,congolaise (Rép.),1
802,Beckerich,HRV,croate,2
802,Beckerich,DNK,danoise,1
802,Beckerich,DOM,dominicaine,6
802,Beckerich,ESP,espagnole,11
802,Beckerich,FIN,finlandaise,2
802,Beckerich,FRA,française,117
802,Beckerich,GRC,grecque,1
802,Beckerich,XXX,indéterminée,1
802,Beckerich,ITA,italienne,44
802,Beckerich,CIV,ivoirienne,1
802,Beckerich,KAZ,kazakhe,1
802,Beckerich,XXK,kosovare,6
802,Beckerich,LUX,luxembourgeoise,2029
802,Beckerich,MKD,macédonienne,1
802,Beckerich,MAR,marocaine,10
802,Beckerich,MEX,mexicaine,5
802,Beckerich,MNE,monténégrine,19
802,Beckerich,NLD,néerlandaise,10
802,Beckerich,NAM,namibienne,1
802,Beckerich,NGA,nigériane,2
802,Beckerich,PHL,philippine,2
802,Beckerich,POL,polonaise,4
802,Beckerich,PRT,portugaise,354
802,Beckerich,ROU,roumaine,5
802,Beckerich,RUS,russe,5
802,Beckerich,SEN,sénégalaise,1
802,Beckerich,SRB,serbe,2
802,Beckerich,SGP,singapourienne,1
802,Beckerich,ZAF,sud-africaine,1
802,Beckerich,SYR,syrienne,11
802,Beckerich,CZE,tchèque,2
802,Beckerich,THA,thailandaise,3
802,Beckerich,TUN,tunisienne,9
802,Beckerich,TUR,turque,4
802,Beckerich,UKR,ukrainienne,16
802,Beckerich,BIH,Bosnie-Herzégovine,12
802,Beckerich,STP,Sao Tomé-et-Principe,1
1103,Berdorf,ECU,équatorienne,1
1103,Berdorf,ERI,érythrée,26
1103,Berdorf,AFG,afghane,35
1103,Berdorf,DZA,algérienne,4
1103,Berdorf,DEU,allemande,103
1103,Berdorf,USA,américaine,8
1103,Berdorf,XXA,apatride,1
1103,Berdorf,AUT,autrichienne,6
1103,Berdorf,BEN,béninoise,2
1103,Berdorf,BEL,belge,48
1103,Berdorf,GNB,bissau-guinéenne,3
1103,Berdorf,BRA,brésilienne,5
1103,Berdorf,GBR,britannique,9
1103,Berdorf,BGR,bulgare,1
1103,Berdorf,BDI,burundais,1
1103,Berdorf,CMR,camerounaise,4
1103,Berdorf,CAN,canadienne,1
1103,Berdorf,CPV,cap-verdienne,3
1103,Berdorf,CAF,centrafricaine,1
1103,Berdorf,CHN,chinoise,18
1103,Berdorf,CYP,chypriote,1
1103,Berdorf,COL,colombienne,9
1103,Berdorf,COD,congolaise (Rép. Dém),9
1103,Berdorf,HRV,croate,10
1103,Berdorf,DNK,danoise,2
1103,Berdorf,DOM,dominicaine,4
1103,Berdorf,ESP,espagnole,19
1103,Berdorf,FRA,française,92
1103,Berdorf,GHA,ghanéenne,2
1103,Berdorf,GIN,guinéenne,4
1103,Berdorf,HUN,hongroise,8
1103,Berdorf,XXX,indéterminée,4
1103,Berdorf,IND,indienne,4
1103,Berdorf,IRN,iranienne,11
1103,Berdorf,IRL,irlandaise,11
1103,Berdorf,ITA,italienne,24
1103,Berdorf,XXK,kosovare,9
1103,Berdorf,LVA,lettonne,3
1103,Berdorf,LBN,libanaise,1
1103,Berdorf,LUX,luxembourgeoise,1280
1103,Berdorf,MKD,macédonienne,2
1103,Berdorf,MAR,marocaine,2
1103,Berdorf,MNE,monténégrine,2
1103,Berdorf,NLD,néerlandaise,32
1103,Berdorf,NGA,nigériane,2
1103,Berdorf,NOR,norvégienne,1
1103,Berdorf,PER,péruvienne,1
1103,Berdorf,PHL,philippine,5
1103,Berdorf,POL,polonaise,12
1103,Berdorf,PRT,portugaise,343
1103,Berdorf,ROU,roumaine,7
1103,Berdorf,RUS,russe,14
1103,Berdorf,SEN,sénégalaise,1
1103,Berdorf,SRB,serbe,3
1103,Berdorf,SVN,slovène,1
1103,Berdorf,SVK,slovaque,2
1103,Berdorf,SDN,soudanaise,4
1103,Berdorf,ZAF,sud-africaine,1
1103,Berdorf,CHE,suisse,1
1103,Berdorf,SYR,syrienne,161
1103,Berdorf,CZE,tchèque,4
1103,Berdorf,THA,thailandaise,1
1103,Berdorf,TUN,tunisienne,2
1103,Berdorf,TUR,turque,13
1103,Berdorf,UKR,ukrainienne,19
1103,Berdorf,VEN,vénézuélienne,6
1103,Berdorf,BIH,Bosnie-Herzégovine,4
401,Bertrange,YUG,#NAME?,1
401,Bertrange,EGY,égyptienne,13
401,Bertrange,ERI,érythrée,12
401,Bertrange,ETH,éthiopienne,1
401,Bertrange,AFG,afghane,22
401,Bertrange,ALB,albanaise,9
401,Bertrange,DZA,algérienne,12
401,Bertrange,DEU,allemande,310
401,Bertrange,USA,américaine,91
401,Bertrange,AGO,angolaise,4
401,Bertrange,ARG,argentine,5
401,Bertrange,ARM,arménienne,3
401,Bertrange,AUS,australienne,9
401,Bertrange,AUT,autrichienne,13
401,Bertrange,AZE,azerbaidjanaise,6
401,Bertrange,BLR,bélarusse,4
401,Bertrange,BEL,belge,455
401,Bertrange,GNB,bissau-guinéenne,1
401,Bertrange,BOL,bolivienne,1
401,Bertrange,BRA,brésilienne,63
401,Bertrange,GBR,britannique,202
401,Bertrange,BGR,bulgare,55
401,Bertrange,CMR,camerounaise,8
401,Bertrange,CAN,canadienne,29
401,Bertrange,CPV,cap-verdienne,22
401,Bertrange,CHL,chilienne,2
401,Bertrange,CHN,chinoise,142
401,Bertrange,TWN,chinoise (Taiwan),2
401,Bertrange,CYP,chypriote,11
401,Bertrange,COL,colombienne,16
401,Bertrange,COD,congolaise (Rép. Dém),1
401,Bertrange,CRI,costa-ricienne,1
401,Bertrange,HRV,croate,44
401,Bertrange,CUB,cubaine,3
401,Bertrange,DNK,danoise,92
401,Bertrange,DOM,dominicaine,4
401,Bertrange,ESP,espagnole,204
401,Bertrange,EST,estonienne,3
401,Bertrange,FIN,finlandaise,31
401,Bertrange,FRA,française,1147
401,Bertrange,GEO,géorgienne,3
401,Bertrange,GAB,gabonaise,1
401,Bertrange,GRC,grecque,175
401,Bertrange,GTM,guatémaltèque,3
401,Bertrange,HUN,hongroise,49
401,Bertrange,XXX,indéterminée,3
401,Bertrange,IND,indienne,123
401,Bertrange,IDN,indonésienne,1
401,Bertrange,IRN,iranienne,18
401,Bertrange,IRQ,iraquienne,3
401,Bertrange,IRL,irlandaise,64
401,Bertrange,ISL,islandaise,2
401,Bertrange,ISR,israélienne,11
401,Bertrange,ITA,italienne,764
401,Bertrange,CIV,ivoirienne,2
401,Bertrange,JAM,jamaiquaine,1
401,Bertrange,JPN,japonaise,16
401,Bertrange,KEN,kényane,2
401,Bertrange,KAZ,kazakhe,2
401,Bertrange,KGZ,kirghize,2
401,Bertrange,XXK,kosovare,9
401,Bertrange,LVA,lettonne,29
401,Bertrange,LBN,libanaise,6
401,Bertrange,LTU,lituanienne,22
401,Bertrange,LUX,luxembourgeoise,3972
401,Bertrange,MKD,macédonienne,6
401,Bertrange,MDG,malgache,1
401,Bertrange,MLT,maltaise,11
401,Bertrange,MAR,marocaine,36
401,Bertrange,MUS,mauricienne,11
401,Bertrange,MEX,mexicaine,5
401,Bertrange,MDA,moldave,5
401,Bertrange,MNG,mongole,1
401,Bertrange,MNE,monténégrine,9
401,Bertrange,NLD,néerlandaise,81
401,Bertrange,NZL,néo-zélandaise,4
401,Bertrange,NGA,nigériane,4
401,Bertrange,NOR,norvégienne,6
401,Bertrange,PER,péruvienne,3
401,Bertrange,PAK,pakistanaise,6
401,Bertrange,PHL,philippine,19
401,Bertrange,POL,polonaise,100
401,Bertrange,PRT,portugaise,607
401,Bertrange,ROU,roumaine,170
401,Bertrange,RUS,russe,68
401,Bertrange,RWA,rwandaise,2
401,Bertrange,SEN,sénégalaise,3
401,Bertrange,SLV,salvadorienne,1
401,Bertrange,SRB,serbe,29
401,Bertrange,SGP,singapourienne,3
401,Bertrange,SVN,slovène,45
401,Bertrange,SVK,slovaque,28
401,Bertrange,SDN,soudanaise,1
401,Bertrange,LKA,sri-lankaise,3
401,Bertrange,SWE,suédoise,58
401,Bertrange,ZAF,sud-africaine,5
401,Bertrange,KOR,sud-coréenne,4
401,Bertrange,CHE,suisse,20
401,Bertrange,SYR,syrienne,27
401,Bertrange,TZA,tanzanienne,1
401,Bertrange,CZE,tchèque,59
401,Bertrange,THA,thailandaise,4
401,Bertrange,TGO,togolaise,2
401,Bertrange,TTO,trinidadienne,1
401,Bertrange,TUN,tunisienne,12
401,Bertrange,TKM,turkmène,3
401,Bertrange,TUR,turque,49
401,Bertrange,UKR,ukrainienne,85
401,Bertrange,URY,uruguayenne,3
401,Bertrange,VEN,vénézuélienne,6
401,Bertrange,VNM,vietnamienne,1
401,Bertrange,ZWE,zimbabwéenne,1
401,Bertrange,BGD,Bangladesh,11
401,Bertrange,BIH,Bosnie-Herzégovine,28
401,Bertrange,ARE,Emirats arabes unis,1
301,Bettembourg,YUG,#NAME?,1
301,Bettembourg,EGY,égyptienne,2
301,Bettembourg,ECU,équatorienne,4
301,Bettembourg,ERI,érythrée,43
301,Bettembourg,ETH,éthiopienne,1
301,Bettembourg,AFG,afghane,21
301,Bettembourg,ALB,albanaise,20
301,Bettembourg,DZA,algérienne,19
301,Bettembourg,DEU,allemande,175
301,Bettembourg,USA,américaine,30
301,Bettembourg,XXA,apatride,2
301,Bettembourg,ARG,argentine,15
301,Bettembourg,ARM,arménienne,4
301,Bettembourg,AUS,australienne,3
301,Bettembourg,AUT,autrichienne,12
301,Bettembourg,AZE,azerbaidjanaise,11
301,Bettembourg,BLR,bélarusse,7
301,Bettembourg,BEN,béninoise,3
301,Bettembourg,BEL,belge,253
301,Bettembourg,GNB,bissau-guinéenne,9
301,Bettembourg,BRA,brésilienne,57
301,Bettembourg,GBR,britannique,75
301,Bettembourg,BGR,bulgare,23
301,Bettembourg,BDI,burundais,2
301,Bettembourg,CMR,camerounaise,12
301,Bettembourg,CAN,canadienne,8
301,Bettembourg,CPV,cap-verdienne,59
301,Bettembourg,CHL,chilienne,1
301,Bettembourg,CHN,chinoise,149
301,Bettembourg,TWN,chinoise (Taiwan),1
301,Bettembourg,CYP,chypriote,2
301,Bettembourg,COL,colombienne,3
301,Bettembourg,COD,congolaise (Rép. Dém),11
301,Bettembourg,CRI,costa-ricienne,1
301,Bettembourg,HRV,croate,8
301,Bettembourg,CUB,cubaine,5
301,Bettembourg,DNK,danoise,10
301,Bettembourg,DOM,dominicaine,4
301,Bettembourg,ESP,espagnole,81
301,Bettembourg,EST,estonienne,8
301,Bettembourg,FIN,finlandaise,2
301,Bettembourg,FRA,française,1340
301,Bettembourg,GEO,géorgienne,1
301,Bettembourg,GMB,gambienne,1
301,Bettembourg,GRC,grecque,40
301,Bettembourg,GIN,guinéenne,17
301,Bettembourg,HND,hondurienne,2
301,Bettembourg,HUN,hongroise,18
301,Bettembourg,XXX,indéterminée,2
301,Bettembourg,IND,indienne,62
301,Bettembourg,IDN,indonésienne,1
301,Bettembourg,IRN,iranienne,14
301,Bettembourg,IRQ,iraquienne,17
301,Bettembourg,IRL,irlandaise,38
301,Bettembourg,ITA,italienne,494
301,Bettembourg,CIV,ivoirienne,2
301,Bettembourg,JAM,jamaiquaine,1
301,Bettembourg,JPN,japonaise,12
301,Bettembourg,KEN,kényane,1
301,Bettembourg,KAZ,kazakhe,1
301,Bettembourg,XXK,kosovare,48
301,Bettembourg,LAO,laotienne,1
301,Bettembourg,LVA,lettonne,13
301,Bettembourg,LBN,libanaise,3
301,Bettembourg,LBY,libyenne,1
301,Bettembourg,LTU,lituanienne,8
301,Bettembourg,LUX,luxembourgeoise,6820
301,Bettembourg,MKD,macédonienne,16
301,Bettembourg,MYS,malaisienne,5
301,Bettembourg,MDG,malgache,1
301,Bettembourg,MLT,maltaise,4
301,Bettembourg,MAR,marocaine,81
301,Bettembourg,MUS,mauricienne,26
301,Bettembourg,MEX,mexicaine,11
301,Bettembourg,MDA,moldave,5
301,Bettembourg,MNE,monténégrine,150
301,Bettembourg,NLD,néerlandaise,35
301,Bettembourg,NPL,népalaise,93
301,Bettembourg,NGA,nigériane,5
301,Bettembourg,NER,nigérienne,2
301,Bettembourg,NOR,norvégienne,3
301,Bettembourg,PER,péruvienne,4
301,Bettembourg,PAK,pakistanaise,6
301,Bettembourg,PHL,philippine,9
301,Bettembourg,POL,polonaise,79
301,Bettembourg,PRT,portugaise,1891
301,Bettembourg,ROU,roumaine,92
301,Bettembourg,RUS,russe,29
301,Bettembourg,SEN,sénégalaise,21
301,Bettembourg,SRB,serbe,38
301,Bettembourg,SYC,seychelloise,1
301,Bettembourg,SLE,sierra-léonienne,1
301,Bettembourg,SVN,slovène,10
301,Bettembourg,SVK,slovaque,6
301,Bettembourg,SDN,soudanaise,3
301,Bettembourg,LKA,sri-lankaise,5
301,Bettembourg,SWE,suédoise,6
301,Bettembourg,ZAF,sud-africaine,5
301,Bettembourg,KOR,sud-coréenne,3
301,Bettembourg,CHE,suisse,9
301,Bettembourg,SYR,syrienne,57
301,Bettembourg,CZE,tchèque,12
301,Bettembourg,THA,thailandaise,17
301,Bettembourg,TGO,togolaise,9
301,Bettembourg,TUN,tunisienne,19
301,Bettembourg,TUR,turque,23
301,Bettembourg,UKR,ukrainienne,36
301,Bettembourg,URY,uruguayenne,3
301,Bettembourg,VEN,vénézuélienne,5
301,Bettembourg,VNM,vietnamienne,4
301,Bettembourg,ZWE,zimbabwéenne,4
301,Bettembourg,BGD,Bangladesh,3
301,Bettembourg,BIH,Bosnie-Herzégovine,59
301,Bettembourg,MMR,Myanmar,1
702,Bettendorf,ERI,érythrée,8
702,Bettendorf,AFG,afghane,1
702,Bettendorf,ALB,albanaise,7
702,Bettendorf,DZA,algérienne,3
702,Bettendorf,DEU,allemande,43
702,Bettendorf,USA,américaine,1
702,Bettendorf,AUT,autrichienne,5
702,Bettendorf,BLR,bélarusse,1
702,Bettendorf,BEL,belge,35
702,Bettendorf,GNB,bissau-guinéenne,6
702,Bettendorf,BRA,brésilienne,9
702,Bettendorf,GBR,britannique,9
702,Bettendorf,BGR,bulgare,3
702,Bettendorf,CMR,camerounaise,4
702,Bettendorf,CPV,cap-verdienne,25
702,Bettendorf,CHL,chilienne,1
702,Bettendorf,CHN,chinoise,7
702,Bettendorf,HRV,croate,5
702,Bettendorf,DNK,danoise,1
702,Bettendorf,ESP,espagnole,17
702,Bettendorf,FRA,française,37
702,Bettendorf,GEO,géorgienne,4
702,Bettendorf,HUN,hongroise,4
702,Bettendorf,XXX,indéterminée,2
702,Bettendorf,IRN,iranienne,2
702,Bettendorf,ITA,italienne,60
702,Bettendorf,CIV,ivoirienne,10
702,Bettendorf,XXK,kosovare,15
702,Bettendorf,LBN,libanaise,4
702,Bettendorf,LTU,lituanienne,2
702,Bettendorf,LUX,luxembourgeoise,1836
702,Bettendorf,MKD,macédonienne,9
702,Bettendorf,MLI,malienne,1
702,Bettendorf,MLT,maltaise,1
702,Bettendorf,MAR,marocaine,4
702,Bettendorf,MUS,mauricienne,2
702,Bettendorf,MDA,moldave,1
702,Bettendorf,MNE,monténégrine,38
702,Bettendorf,NLD,néerlandaise,18
702,Bettendorf,PRY,paraguayenne,1
702,Bettendorf,PHL,philippine,10
702,Bettendorf,POL,polonaise,3
702,Bettendorf,PRT,portugaise,1111
702,Bettendorf,ROU,roumaine,11
702,Bettendorf,RUS,russe,6
702,Bettendorf,RWA,rwandaise,2
702,Bettendorf,SEN,sénégalaise,1
702,Bettendorf,SRB,serbe,35
702,Bettendorf,SVK,slovaque,1
702,Bettendorf,SDN,soudanaise,1
702,Bettendorf,LKA,sri-lankaise,1
702,Bettendorf,KOR,sud-coréenne,1
702,Bettendorf,CHE,suisse,6
702,Bettendorf,SYR,syrienne,2
702,Bettendorf,CZE,tchèque,1
702,Bettendorf,TUN,tunisienne,2
702,Bettendorf,UKR,ukrainienne,5
702,Bettendorf,VNM,vietnamienne,1
702,Bettendorf,BIH,Bosnie-Herzégovine,6
1201,Betzdorf,YUG,#NAME?,2
1201,Betzdorf,EGY,égyptienne,1
1201,Betzdorf,GNQ,équato-guinéenne,1
1201,Betzdorf,ERI,érythrée,7
1201,Betzdorf,AFG,afghane,5
1201,Betzdorf,ALB,albanaise,3
1201,Betzdorf,DZA,algérienne,1
1201,Betzdorf,DEU,allemande,220
1201,Betzdorf,USA,américaine,12
1201,Betzdorf,XXA,apatride,5
1201,Betzdorf,AUT,autrichienne,14
1201,Betzdorf,BEL,belge,143
1201,Betzdorf,GNB,bissau-guinéenne,1
1201,Betzdorf,BWA,botswanaise,1
1201,Betzdorf,BRA,brésilienne,5
1201,Betzdorf,GBR,britannique,101
1201,Betzdorf,BGR,bulgare,10
1201,Betzdorf,CMR,camerounaise,8
1201,Betzdorf,CAN,canadienne,8
1201,Betzdorf,CPV,cap-verdienne,5
1201,Betzdorf,CHN,chinoise,19
1201,Betzdorf,COL,colombienne,4
1201,Betzdorf,HRV,croate,8
1201,Betzdorf,DNK,danoise,42
1201,Betzdorf,DOM,dominicaine,1
1201,Betzdorf,ESP,espagnole,75
1201,Betzdorf,FIN,finlandaise,16
1201,Betzdorf,FRA,française,264
1201,Betzdorf,GMB,gambienne,1
1201,Betzdorf,GRC,grecque,44
1201,Betzdorf,HUN,hongroise,15
1201,Betzdorf,XXX,indéterminée,1
1201,Betzdorf,IND,indienne,6
1201,Betzdorf,IDN,indonésienne,1
1201,Betzdorf,IRN,iranienne,1
1201,Betzdorf,IRL,irlandaise,25
1201,Betzdorf,ISL,islandaise,4
1201,Betzdorf,ITA,italienne,142
1201,Betzdorf,CIV,ivoirienne,3
1201,Betzdorf,JPN,japonaise,2
1201,Betzdorf,KGZ,kirghize,4
1201,Betzdorf,XXK,kosovare,3
1201,Betzdorf,LVA,lettonne,3
1201,Betzdorf,LTU,lituanienne,13
1201,Betzdorf,LUX,luxembourgeoise,2771
1201,Betzdorf,MLT,maltaise,2
1201,Betzdorf,MAR,marocaine,2
1201,Betzdorf,MEX,mexicaine,1
1201,Betzdorf,MDA,moldave,1
1201,Betzdorf,MNE,monténégrine,4
1201,Betzdorf,NLD,néerlandaise,48
1201,Betzdorf,NZL,néo-zélandaise,1
1201,Betzdorf,NER,nigérienne,1
1201,Betzdorf,NOR,norvégienne,1
1201,Betzdorf,UGA,ougandaise,1
1201,Betzdorf,PER,péruvienne,2
1201,Betzdorf,PHL,philippine,2
1201,Betzdorf,POL,polonaise,67
1201,Betzdorf,PRT,portugaise,340
1201,Betzdorf,ROU,roumaine,69
1201,Betzdorf,RUS,russe,30
1201,Betzdorf,SEN,sénégalaise,2
1201,Betzdorf,SRB,serbe,3
1201,Betzdorf,SVN,slovène,2
1201,Betzdorf,SVK,slovaque,10
1201,Betzdorf,SWE,suédoise,17
1201,Betzdorf,ZAF,sud-africaine,11
1201,Betzdorf,CHE,suisse,7
1201,Betzdorf,SYR,syrienne,14
1201,Betzdorf,TZA,tanzanienne,1
1201,Betzdorf,CZE,tchèque,23
1201,Betzdorf,THA,thailandaise,1
1201,Betzdorf,TGO,togolaise,1
1201,Betzdorf,TUN,tunisienne,3
1201,Betzdorf,TKM,turkmène,3
1201,Betzdorf,TUR,turque,12
1201,Betzdorf,UKR,ukrainienne,15
1201,Betzdorf,BGD,Bangladesh,1
1201,Betzdorf,BIH,Bosnie-Herzégovine,4
502,Bissen,ALB,albanaise,14
502,Bissen,DZA,algérienne,4
502,Bissen,DEU,allemande,64
502,Bissen,USA,américaine,5
502,Bissen,AGO,angolaise,1
502,Bissen,ARG,argentine,1
502,Bissen,AUT,autrichienne,4
502,Bissen,BEL,belge,110
502,Bissen,GNB,bissau-guinéenne,4
502,Bissen,BRA,brésilienne,12
502,Bissen,GBR,britannique,35
502,Bissen,BGR,bulgare,7
502,Bissen,CMR,camerounaise,6
502,Bissen,CPV,cap-verdienne,32
502,Bissen,CHN,chinoise,10
502,Bissen,COL,colombienne,1
502,Bissen,COD,congolaise (Rép. Dém),1
502,Bissen,CUB,cubaine,2
502,Bissen,DNK,danoise,2
502,Bissen,ESP,espagnole,20
502,Bissen,FIN,finlandaise,3
502,Bissen,FRA,française,141
502,Bissen,GRC,grecque,16
502,Bissen,HUN,hongroise,18
502,Bissen,IND,indienne,7
502,Bissen,IDN,indonésienne,3
502,Bissen,IRQ,iraquienne,3
502,Bissen,IRL,irlandaise,2
502,Bissen,ITA,italienne,88
502,Bissen,CIV,ivoirienne,1
502,Bissen,JPN,japonaise,1
502,Bissen,JOR,jordanienne,4
502,Bissen,XXK,kosovare,35
502,Bissen,LTU,lituanienne,4
502,Bissen,LUX,luxembourgeoise,2273
502,Bissen,MKD,macédonienne,2
502,Bissen,MYS,malaisienne,1
502,Bissen,MLT,maltaise,3
502,Bissen,MAR,marocaine,2
502,Bissen,MUS,mauricienne,1
502,Bissen,MEX,mexicaine,2
502,Bissen,MNE,monténégrine,19
502,Bissen,NLD,néerlandaise,26
502,Bissen,NGA,nigériane,1
502,Bissen,PHL,philippine,2
502,Bissen,POL,polonaise,24
502,Bissen,PRT,portugaise,811
502,Bissen,ROU,roumaine,24
502,Bissen,RUS,russe,9
502,Bissen,SRB,serbe,15
502,Bissen,SVN,slovène,5
502,Bissen,SVK,slovaque,7
502,Bissen,LKA,sri-lankaise,1
502,Bissen,SWE,suédoise,2
502,Bissen,SYR,syrienne,1
502,Bissen,CZE,tchèque,2
502,Bissen,THA,thailandaise,5
502,Bissen,TGO,togolaise,5
502,Bissen,TUN,tunisienne,2
502,Bissen,TUR,turque,6
502,Bissen,UKR,ukrainienne,27
502,Bissen,VEN,vénézuélienne,1
502,Bissen,BIH,Bosnie-Herzégovine,22
1202,Biwer,ERI,érythrée,17
1202,Biwer,ETH,éthiopienne,1
1202,Biwer,AFG,afghane,8
1202,Biwer,DZA,algérienne,1
1202,Biwer,DEU,allemande,111
1202,Biwer,USA,américaine,12
1202,Biwer,XXA,apatride,1
1202,Biwer,AUT,autrichienne,2
1202,Biwer,AZE,azerbaidjanaise,2
1202,Biwer,BLR,bélarusse,1
1202,Biwer,BEL,belge,39
1202,Biwer,BRA,brésilienne,3
1202,Biwer,GBR,britannique,38
1202,Biwer,BGR,bulgare,5
1202,Biwer,BFA,burkinabé,1
1202,Biwer,CAN,canadienne,2
1202,Biwer,CHN,chinoise,4
1202,Biwer,HRV,croate,5
1202,Biwer,DNK,danoise,2
1202,Biwer,ESP,espagnole,21
1202,Biwer,FIN,finlandaise,3
1202,Biwer,FRA,française,73
1202,Biwer,GAB,gabonaise,2
1202,Biwer,GRC,grecque,2
1202,Biwer,GTM,guatémaltèque,2
1202,Biwer,XXX,indéterminée,1
